comm_id;parliament_id;comm_name;comm_maintype;comm_subtype;comm_maintype_abb;comm_subtype_abb;seats;comm_start;comm_end
CH_NT-SR_1991__CO|FK--SC|EDI EMD;CH_NT-SR_1991;Subkommission 3 (EDI, EMD) der Finanzkommission (FK) ;CO;SC;FK;EDI EMD;3;24aug1992;06oct1995
CH_NT-SR_1991__CO|FK--SC|PTT SBB;CH_NT-SR_1991;Subkommission 4 (PTT, SBB) der Finanzkommission (FK) ;CO;SC;FK;PTT SBB;"3;4";24aug1992;06oct1995
CH_NT-SR_1991__CO|GPK;CH_NT-SR_1991;Geschäftsprüfungskommission (GPK) ;CO;NA;GPK;NA;13;25nov1991;06oct1995
CH_NT-SR_1991__CO|GPK--SC|Fuehrung/Information;CH_NT-SR_1991;Horizontale Sektion 1 (Führung/Information) der Geschäftsprüfungskommission (GPK) ;CO;SC;GPK;Fuehrung/Information;4;24aug1992;06oct1995
CH_NT-SR_1991__CO|GPK--SC|Leistung/Kultur;CH_NT-SR_1991;Vertikale Sektion 3 (Leistung/Kultur) der Geschäftsprüfungskommission (GPK) ;CO;SC;GPK;Leistung/Kultur;4;24aug1992;06oct1995
CH_NT-SR_1991__CO|GPK--SC|Mittel;CH_NT-SR_1991;Horizontale Sektion 2 (Mittel) der Geschäftsprüfungskommission (GPK) ;CO;SC;GPK;Mittel;3;24aug1992;06oct1995
CH_NT-SR_1991__CO|GPK--SC|Staat;CH_NT-SR_1991;Vertikale Sektion 1 (Staat) der Geschäftsprüfungskommission (GPK) ;CO;SC;GPK;Staat;5;24aug1992;06oct1995
CH_NT-SR_1991__CO|GPK--SC|Wirkung;CH_NT-SR_1991;Horizontale Sektion 3 (Wirkung) der Geschäftsprüfungskommission (GPK) ;CO;SC;GPK;Wirkung;3;24aug1992;06oct1995
CH_NT-SR_1991__CO|GPK--SC|Wirtschaft;CH_NT-SR_1991;Vertikale Sektion 2 (Wirtschaft) der Geschäftsprüfungskommission (GPK) ;CO;SC;GPK;Wirtschaft;4;24aug1992;06oct1995
CH_NT-SR_1991__CO|GPK--SD|GPDel;CH_NT-SR_1991;Geschäftsprüfungsdelegation ;CO;SD;GPK;GPDel;3;24aug1992;19mar1993
CH_NT-SR_1991__CO|KoeB;CH_NT-SR_1991;Kommission für öffentliche Bauten (KöB) ;CO;NA;KoeB;NA;5;25nov1991;18sep1995
CH_NT-SR_1991__CO|KVF;CH_NT-SR_1991;Kommission für Verkehr und Fernmeldewesen (KVF) ;CO;NA;KVF;NA;13;25nov1991;06oct1995
CH_NT-SR_1991__CO|RK;CH_NT-SR_1991;Kommission für Rechtsfragen (RK) ;CO;NA;RK;NA;13;25nov1991;06oct1995
CH_NT-SR_1991__CO|SGK;CH_NT-SR_1991;Kommission für soziale Sicherheit und Gesundheit (SGK) ;CO;NA;SGK;NA;13;25nov1991;06oct1995
CH_NT-SR_1991__CO|SiK;CH_NT-SR_1991;Sicherheitspolitische Kommission (SiK) ;CO;NA;SiK;NA;13;25nov1991;06oct1995
CH_NT-SR_1991__CO|SPK;CH_NT-SR_1991;Staatspolitische Kommission (SPK) ;CO;NA;SPK;NA;13;25nov1991;06oct1995
CH_NT-SR_1991__CO|UREK;CH_NT-SR_1991;Kommission für Umwelt, Raumplanung und Energie (UREK) ;CO;NA;UREK;NA;13;25nov1991;06oct1995
CH_NT-SR_1991__CO|WAK;CH_NT-SR_1991;Kommission für Wirtschaft und Abgaben (WAK) ;CO;NA;WAK;NA;13;25nov1991;06oct1995
CH_NT-SR_1991__CO|WBK;CH_NT-SR_1991;Kommission für Wissenschaft, Bildung und Kultur (WBK) ;CO;NA;WBK;NA;13;25nov1991;06oct1995
CH_NT-NR_1919__CO|Bue;CH_NT-NR_1919;Büro NR;CO;NA;Bue;NA;NA;01dec1919;03dec1922
CH_NT-NR_1931__CO|Bue;CH_NT-NR_1931;Büro NR;CO;NA;Bue;NA;NA;07dec1931;01dec1935
CH_NT-NR_1935__CO|Bue;CH_NT-NR_1935;Büro NR;CO;NA;Bue;NA;NA;02dec1935;03dec1939
CH_NT-NR_1939__CO|Bue;CH_NT-NR_1939;Büro NR;CO;NA;Bue;NA;NA;04dec1939;05dec1943
CH_NT-NR_1943__CO|Bue;CH_NT-NR_1943;Büro NR;CO;NA;Bue;NA;NA;06dec1943;30nov1947
CH_NT-NR_1947__CO|Bue;CH_NT-NR_1947;Büro NR;CO;NA;Bue;NA;NA;01dec1947;02dec1951
CH_NT-NR_1951__CO|Bue;CH_NT-NR_1951;Büro NR;CO;NA;Bue;NA;NA;03dec1951;04dec1955
CH_NT-NR_1955__CO|Bue;CH_NT-NR_1955;Büro NR;CO;NA;Bue;NA;NA;05dec1955;06dec1959
CH_NT-NR_1959__CO|Bue;CH_NT-NR_1959;Büro NR;CO;NA;Bue;NA;NA;07dec1959;01dec1963
CH_NT-NR_1963__CO|Bue;CH_NT-NR_1963;Büro NR;CO;NA;Bue;NA;NA;02dec1963;03dec1967
CH_NT-NR_1967__CO|Bue;CH_NT-NR_1967;Büro NR;CO;NA;Bue;NA;NA;04dec1967;28nov1971
CH_NT-NR_1995__CH_NT-SR_1995__CO|BeK;"CH_NT-NR_1995;CH_NT-SR_1995";Begnadigungskommission (BeK) ;CO;NA;BeK;NA;NA;04dec1995;05dec1999
CH_NT-NR_1995__CH_NT-SR_1995__CO|RedK;"CH_NT-NR_1995;CH_NT-SR_1995";Redaktionskommission;CO;NA;RedK;NA;NA;04dec1995;05dec1999
CH_NT-NR_1995__CH_NT-SR_1995__CO|RedK--SC|F;"CH_NT-NR_1995;CH_NT-SR_1995";Redaktionskommission für die französische Sprache;CO;SC;RedK;F;NA;04dec1995;05dec1999
CH_NT-NR_1995__CH_NT-SR_1995__CO|RedK--SC|I;"CH_NT-NR_1995;CH_NT-SR_1995";Redaktionskommission für die italienische Sprache;CO;SC;RedK;I;NA;04dec1995;05dec1999
CH_NT-NR_1995__CH_NT-SR_1995__DL|APF;"CH_NT-NR_1995;CH_NT-SR_1995";Schweizerische Gruppe der Internationalen Versammlung der Parlamentarier französischer Sprache;DL;NA;APF;NA;NA;04dec1995;05dec1999
CH_NT-NR_1995__CH_NT-SR_1995__DL|EFTA/EU;"CH_NT-NR_1995;CH_NT-SR_1995";Delegation EFTA / Europäisches Parlament;DL;NA;EFTA/EU;NA;NA;04dec1995;05dec1999
CH_NT-NR_1995__CH_NT-SR_1995__DL|ERD;"CH_NT-NR_1995;CH_NT-SR_1995";Delegation beim Europarat;DL;NA;ERD;NA;NA;04dec1995;05dec1999
CH_NT-NR_1995__CH_NT-SR_1995__DL|FinDel;"CH_NT-NR_1995;CH_NT-SR_1995";Finanzdelegation;DL;NA;FinDel;NA;NA;04dec1995;05dec1999
CH_NT-NR_1995__CH_NT-SR_1995__DL|GPDel;"CH_NT-NR_1995;CH_NT-SR_1995";Geschäftsprüfungsdelegation;DL;NA;GPDel;NA;NA;04dec1995;05dec1999
CH_NT-NR_1995__CH_NT-SR_1995__DL|IPU;"CH_NT-NR_1995;CH_NT-SR_1995";Delegation bei der Interparlamentarischen Union;DL;NA;IPU;NA;NA;04dec1995;05dec1999
CH_NT-NR_1995__CH_NT-SR_1995__DL|NAD;"CH_NT-NR_1995;CH_NT-SR_1995";Neat-Aufsichtsdelegation;DL;NA;NAD;NA;NA;04dec1995;05dec1999
CH_NT-NR_1995__CH_NT-SR_1995__DL|PV-OSZE;"CH_NT-NR_1995;CH_NT-SR_1995";Delegation bei der parlamentarischen Versammlung der OSZE;DL;NA;PV-OSZE;NA;NA;04dec1995;05dec1999
CH_NT-NR_1995__CH_NT-SR_1995__DL|VwD;"CH_NT-NR_1995;CH_NT-SR_1995";Verwaltungsdelegation;DL;NA;VwD;NA;NA;04dec1995;05dec1999
CH_NT-NR_1995__CO|APK;CH_NT-NR_1995;Aussenpolitische Kommission NR;CO;NA;APK;NA;NA;04dec1995;05dec1999
CH_NT-NR_1995__CO|Bue;CH_NT-NR_1995;Büro NR;CO;NA;Bue;NA;NA;04dec1995;05dec1999
CH_NT-NR_1995__CO|FK;CH_NT-NR_1995;Finanzkommission NR;CO;NA;FK;NA;NA;04dec1995;05dec1999
CH_NT-NR_1995__CO|GPK;CH_NT-NR_1995;Geschäftsprüfungskommission NR;CO;NA;GPK;NA;NA;04dec1995;05dec1999
CH_NT-NR_1995__CO|KVF;CH_NT-NR_1995;Kommission für Verkehr und Fernmeldewesen NR;CO;NA;KVF;NA;NA;04dec1995;05dec1999
CH_NT-NR_1995__CO|RF;CH_NT-NR_1995;Kommission für Rechtsfragen NR;CO;NA;RF;NA;NA;04dec1995;05dec1999
CH_NT-NR_1995__CO|SGK;CH_NT-NR_1995;Kommission für soziale Sicherheit und Gesundheit NR;CO;NA;SGK;NA;NA;04dec1995;05dec1999
CH_NT-NR_1995__CO|SiK;CH_NT-NR_1995;Sicherheitspolitische Kommission NR;CO;NA;SiK;NA;NA;04dec1995;05dec1999
CH_NT-NR_1995__CO|SPK;CH_NT-NR_1995;Staatspolitische Kommission NR;CO;NA;SPK;NA;NA;04dec1995;05dec1999
CH_NT-NR_1995__CO|UREK;CH_NT-NR_1995;Kommission für Umwelt, Raumplanung und Energie NR;CO;NA;UREK;NA;NA;04dec1995;05dec1999
CH_NT-NR_1995__CO|WAK;CH_NT-NR_1995;Kommission für Wirtschaft und Abgaben NR;CO;NA;WAK;NA;NA;04dec1995;05dec1999
CH_NT-NR_1995__CO|WBK;CH_NT-NR_1995;Kommission für Wissenschaft, Bildung und Kultur NR;CO;NA;WBK;NA;NA;04dec1995;05dec1999
CH_NT-NR_1999__CH_NT-SR_1999__CO|BeK;"CH_NT-NR_1999;CH_NT-SR_1999";Begnadigungskommission (BeK) ;CO;NA;BeK;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CH_NT-SR_1999__CO|GK;"CH_NT-NR_1999;CH_NT-SR_1999";Gerichtskommission;CO;NA;GK;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CH_NT-SR_1999__CO|RedK;"CH_NT-NR_1999;CH_NT-SR_1999";Redaktionskommission;CO;NA;RedK;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CH_NT-SR_1999__CO|RedK--SC|D;"CH_NT-NR_1999;CH_NT-SR_1999";Redaktionskommission für die deutsche Sprache;CO;SC;RedK;D;NA;06dec1999;01dec2003
CH_NT-NR_1999__CH_NT-SR_1999__CO|RedK--SC|F;"CH_NT-NR_1999;CH_NT-SR_1999";Redaktionskommission für die französische Sprache;CO;SC;RedK;F;NA;06dec1999;01dec2003
CH_NT-NR_1999__CH_NT-SR_1999__CO|RedK--SC|I;"CH_NT-NR_1999;CH_NT-SR_1999";Redaktionskommission für die italienische Sprache;CO;SC;RedK;I;NA;06dec1999;01dec2003
CH_NT-NR_1999__CH_NT-SR_1999__DL|APF;"CH_NT-NR_1999;CH_NT-SR_1999";Delegation bei der parlamentarischen Versammlung der Frankophonie;DL;NA;APF;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CH_NT-SR_1999__DL|EFTA/EU;"CH_NT-NR_1999;CH_NT-SR_1999";Delegation EFTA / Europäisches Parlament;DL;NA;EFTA/EU;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CH_NT-SR_1999__DL|ERD;"CH_NT-NR_1999;CH_NT-SR_1999";Delegation beim Europarat;DL;NA;ERD;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CH_NT-SR_1999__DL|FinDel;"CH_NT-NR_1999;CH_NT-SR_1999";Finanzdelegation;DL;NA;FinDel;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CH_NT-SR_1999__DL|GPDel;"CH_NT-NR_1999;CH_NT-SR_1999";Geschäftsprüfungsdelegation;DL;NA;GPDel;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CH_NT-SR_1999__DL|IPU;"CH_NT-NR_1999;CH_NT-SR_1999";Delegation bei der Interparlamentarischen Union;DL;NA;IPU;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CH_NT-SR_1999__DL|NAD;"CH_NT-NR_1999;CH_NT-SR_1999";Neat-Aufsichtsdelegation;DL;NA;NAD;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CH_NT-SR_1999__DL|PV-NATO;"CH_NT-NR_1999;CH_NT-SR_1999";Delegation bei der parlamentarischen Versammlung des nordatlantischen Verteidigungsbündnisses (NATO);DL;NA;PV-NATO;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CH_NT-SR_1999__DL|PV-OSZE;"CH_NT-NR_1999;CH_NT-SR_1999";Delegation bei der parlamentarischen Versammlung der OSZE;DL;NA;PV-OSZE;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CH_NT-SR_1999__DL|VwD;"CH_NT-NR_1999;CH_NT-SR_1999";Verwaltungsdelegation;DL;NA;VwD;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CO|APK;CH_NT-NR_1999;Aussenpolitische Kommission NR;CO;NA;APK;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CO|Bue;CH_NT-NR_1999;Büro NR;CO;NA;Bue;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CO|FK;CH_NT-NR_1999;Finanzkommission NR;CO;NA;FK;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CO|GPK;CH_NT-NR_1999;Geschäftsprüfungskommission NR;CO;NA;GPK;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CO|GPK--SC|EDA/VBS;CH_NT-NR_1999;Geschäftsprüfungskommission/EDA/VBSNR;CO;SC;GPK;EDA/VBS;NA;06dec1999;01dec2003
CH_NT-NR_1999__CO|GPK--SC|EDI/UVEK;CH_NT-NR_1999;Geschäftsprüfungskommission/EDI/UVEKNR;CO;SC;GPK;EDI/UVEK;NA;06dec1999;01dec2003
CH_NT-NR_1999__CO|GPK--SC|EFD/WBF;CH_NT-NR_1999;Geschäftsprüfungskommission/EFD/EVDNR;CO;SC;GPK;EFD/WBF;NA;06dec1999;01dec2003
CH_NT-NR_1999__CO|KVF;CH_NT-NR_1999;Kommission für Verkehr und Fernmeldewesen NR;CO;NA;KVF;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CO|RF;CH_NT-NR_1999;Kommission für Rechtsfragen NR;CO;NA;RF;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CO|SGK;CH_NT-NR_1999;Kommission für soziale Sicherheit und Gesundheit NR;CO;NA;SGK;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CO|SiK;CH_NT-NR_1999;Sicherheitspolitische Kommission NR;CO;NA;SiK;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CO|SPK;CH_NT-NR_1999;Staatspolitische Kommission NR;CO;NA;SPK;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CO|UREK;CH_NT-NR_1999;Kommission für Umwelt, Raumplanung und Energie NR;CO;NA;UREK;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CO|WAK;CH_NT-NR_1999;Kommission für Wirtschaft und Abgaben NR;CO;NA;WAK;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CO|WBK;CH_NT-NR_1999;Kommission für Wissenschaft, Bildung und Kultur NR;CO;NA;WBK;NA;NA;06dec1999;01dec2003
CH_NT-NR_2003__CH_NT-SR_2003__CO|BeK;"CH_NT-NR_2003;CH_NT-SR_2003";Begnadigungskommission (BeK) ;CO;NA;BeK;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CH_NT-SR_2003__CO|GK;"CH_NT-NR_2003;CH_NT-SR_2003";Gerichtskommission;CO;NA;GK;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CH_NT-SR_2003__CO|RedK;"CH_NT-NR_2003;CH_NT-SR_2003";Redaktionskommission;CO;NA;RedK;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CH_NT-SR_2003__CO|RedK--SC|F;"CH_NT-NR_2003;CH_NT-SR_2003";Redaktionskommission für die französische Sprache;CO;SC;RedK;F;NA;02dec2003;02dec2007
CH_NT-NR_2003__CH_NT-SR_2003__DL|APF;"CH_NT-NR_2003;CH_NT-SR_2003";Delegation bei der parlamentarischen Versammlung der Frankophonie;DL;NA;APF;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CH_NT-SR_2003__DL|EFTA/EU;"CH_NT-NR_2003;CH_NT-SR_2003";Delegation EFTA / Europäisches Parlament;DL;NA;EFTA/EU;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CH_NT-SR_2003__DL|ERD;"CH_NT-NR_2003;CH_NT-SR_2003";Delegation beim Europarat;DL;NA;ERD;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CH_NT-SR_2003__DL|FinDel;"CH_NT-NR_2003;CH_NT-SR_2003";Finanzdelegation;DL;NA;FinDel;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CH_NT-SR_2003__DL|GPDel;"CH_NT-NR_2003;CH_NT-SR_2003";Geschäftsprüfungsdelegation;DL;NA;GPDel;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CH_NT-SR_2003__DL|IPU;"CH_NT-NR_2003;CH_NT-SR_2003";Delegation bei der Interparlamentarischen Union;DL;NA;IPU;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CH_NT-SR_2003__DL|NAD;"CH_NT-NR_2003;CH_NT-SR_2003";Neat-Aufsichtsdelegation;DL;NA;NAD;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CH_NT-SR_2003__DL|PV-NATO;"CH_NT-NR_2003;CH_NT-SR_2003";Delegation bei der parlamentarischen Versammlung des nordatlantischen Verteidigungsbündnisses (NATO);DL;NA;PV-NATO;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CH_NT-SR_2003__DL|PV-OSZE;"CH_NT-NR_2003;CH_NT-SR_2003";Delegation bei der parlamentarischen Versammlung der OSZE;DL;NA;PV-OSZE;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CH_NT-SR_2003__DL|VwD;"CH_NT-NR_2003;CH_NT-SR_2003";Verwaltungsdelegation;DL;NA;VwD;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CO|APK;CH_NT-NR_2003;Aussenpolitische Kommission NR;CO;NA;APK;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CO|Bue;CH_NT-NR_2003;Büro NR;CO;NA;Bue;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CO|FK;CH_NT-NR_2003;Finanzkommission NR;CO;NA;FK;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CO|GPK;CH_NT-NR_2003;Geschäftsprüfungskommission NR;CO;NA;GPK;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CO|GPK--SC|EDA/VBS;CH_NT-NR_2003;Geschäftsprüfungskommission/EDA/VBSNR;CO;SC;GPK;EDA/VBS;NA;02dec2003;02dec2007
CH_NT-NR_2003__CO|GPK--SC|EDI/UVEK;CH_NT-NR_2003;Geschäftsprüfungskommission/EDI/UVEKNR;CO;SC;GPK;EDI/UVEK;NA;02dec2003;02dec2007
CH_NT-NR_2003__CO|GPK--SC|EFD/WBF;CH_NT-NR_2003;Geschäftsprüfungskommission/EFD/EVDNR;CO;SC;GPK;EFD/WBF;NA;02dec2003;02dec2007
CH_NT-NR_2003__CO|KVF;CH_NT-NR_2003;Kommission für Verkehr und Fernmeldewesen NR;CO;NA;KVF;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CO|RF;CH_NT-NR_2003;Kommission für Rechtsfragen NR;CO;NA;RF;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CO|SGK;CH_NT-NR_2003;Kommission für soziale Sicherheit und Gesundheit NR;CO;NA;SGK;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CO|SiK;CH_NT-NR_2003;Sicherheitspolitische Kommission NR;CO;NA;SiK;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CO|SPK;CH_NT-NR_2003;Staatspolitische Kommission NR;CO;NA;SPK;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CO|UREK;CH_NT-NR_2003;Kommission für Umwelt, Raumplanung und Energie NR;CO;NA;UREK;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CO|WAK;CH_NT-NR_2003;Kommission für Wirtschaft und Abgaben NR;CO;NA;WAK;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CO|WBK;CH_NT-NR_2003;Kommission für Wissenschaft, Bildung und Kultur NR;CO;NA;WBK;NA;NA;02dec2003;02dec2007
CH_NT-NR_2007__CH_NT-SR_2007__CO|BeK;"CH_NT-NR_2007;CH_NT-SR_2007";Begnadigungskommission (BeK) ;CO;NA;BeK;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__CO|GK;"CH_NT-NR_2007;CH_NT-SR_2007";Gerichtskommission;CO;NA;GK;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__CO|RedK;"CH_NT-NR_2007;CH_NT-SR_2007";Redaktionskommission;CO;NA;RedK;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__CO|RedK--SC|D;"CH_NT-NR_2007;CH_NT-SR_2007";Redaktionskommission für die deutsche Sprache;CO;SC;RedK;D;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__CO|RedK--SC|F;"CH_NT-NR_2007;CH_NT-SR_2007";Redaktionskommission für die französische Sprache;CO;SC;RedK;F;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__CO|RedK--SC|I;"CH_NT-NR_2007;CH_NT-SR_2007";Redaktionskommission für die italienische Sprache;CO;SC;RedK;I;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__DL|APF;"CH_NT-NR_2007;CH_NT-SR_2007";Delegation bei der parlamentarischen Versammlung der Frankophonie;DL;NA;APF;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__DL|Del-A;"CH_NT-NR_2007;CH_NT-SR_2007";Delegation für die Beziehungen zum Österreichischen Parlament;DL;NA;Del-A;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__DL|Del-D;"CH_NT-NR_2007;CH_NT-SR_2007";Delegation für die Beziehungen zum Deutschen Bundestag;DL;NA;Del-D;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__DL|Del-F;"CH_NT-NR_2007;CH_NT-SR_2007";Delegation für die Beziehungen zum Französischen Parlament;DL;NA;Del-F;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__DL|Del-FL;"CH_NT-NR_2007;CH_NT-SR_2007";Delegation für die Beziehungen zum Landtag des Fürstentums Liechtenstein;DL;NA;Del-FL;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__DL|Del-I;"CH_NT-NR_2007;CH_NT-SR_2007";Delegation für die Beziehungen zum Italienischen Parlament;DL;NA;Del-I;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__DL|EFTA/EU;"CH_NT-NR_2007;CH_NT-SR_2007";Delegation EFTA / Europäisches Parlament;DL;NA;EFTA/EU;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__DL|ERD;"CH_NT-NR_2007;CH_NT-SR_2007";Delegation beim Europarat;DL;NA;ERD;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__DL|FinDel;"CH_NT-NR_2007;CH_NT-SR_2007";Finanzdelegation;DL;NA;FinDel;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__DL|GPDel;"CH_NT-NR_2007;CH_NT-SR_2007";Geschäftsprüfungsdelegation;DL;NA;GPDel;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__DL|IPU;"CH_NT-NR_2007;CH_NT-SR_2007";Delegation bei der Interparlamentarischen Union;DL;NA;IPU;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__DL|NAD;"CH_NT-NR_2007;CH_NT-SR_2007";Neat-Aufsichtsdelegation;DL;NA;NAD;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__DL|PV-NATO;"CH_NT-NR_2007;CH_NT-SR_2007";Delegation bei der parlamentarischen Versammlung des nordatlantischen Verteidigungsbündnisses (NATO);DL;NA;PV-NATO;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__DL|PV-OSZE;"CH_NT-NR_2007;CH_NT-SR_2007";Delegation bei der parlamentarischen Versammlung der OSZE;DL;NA;PV-OSZE;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__DL|VwD;"CH_NT-NR_2007;CH_NT-SR_2007";Verwaltungsdelegation;DL;NA;VwD;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|APK;CH_NT-NR_2007;Aussenpolitische Kommission NR;CO;NA;APK;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|Bue;CH_NT-NR_2007;Büro NR;CO;NA;Bue;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|FK;CH_NT-NR_2007;Finanzkommission NR;CO;NA;FK;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|GPK;CH_NT-NR_2007;Geschäftsprüfungskommission NR;CO;NA;GPK;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|GPK--SC|EDA/VBS;CH_NT-NR_2007;Geschäftsprüfungskommission/EDA/VBSNR;CO;SC;GPK;EDA/VBS;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|GPK--SC|EDI/UVEK;CH_NT-NR_2007;Geschäftsprüfungskommission/EDI/UVEKNR;CO;SC;GPK;EDI/UVEK;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|GPK--SC|EFD/WBF;CH_NT-NR_2007;Geschäftsprüfungskommission/EFD/EVDNR;CO;SC;GPK;EFD/WBF;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|GPK--SC|EJPD/BK;CH_NT-NR_2007;Geschäftsprüfungskommission/EJPD/BKNR;CO;SC;GPK;EJPD/BK;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|GPK--SC|Gerichte;CH_NT-NR_2007;Geschäftsprüfungskommission/GerichteNR;CO;SC;GPK;Gerichte;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|GPK--SC|Gerichte/BA;CH_NT-NR_2007;Geschäftsprüfungskommission/Subkommission Gerichte/BANR;CO;SC;GPK;Gerichte/BA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|KVF;CH_NT-NR_2007;Kommission für Verkehr und Fernmeldewesen NR;CO;NA;KVF;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|RF;CH_NT-NR_2007;Kommission für Rechtsfragen NR;CO;NA;RF;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|SGK;CH_NT-NR_2007;Kommission für soziale Sicherheit und Gesundheit NR;CO;NA;SGK;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|SiK;CH_NT-NR_2007;Sicherheitspolitische Kommission NR;CO;NA;SiK;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|SPK;CH_NT-NR_2007;Staatspolitische Kommission NR;CO;NA;SPK;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|UREK;CH_NT-NR_2007;Kommission für Umwelt, Raumplanung und Energie NR;CO;NA;UREK;NA;NA;03dec2007;05dec2011
