"","x"
"160",FALSE
"161",FALSE
"162",FALSE
"163",FALSE
"164",FALSE
"165",FALSE
"166",FALSE
"167",FALSE
"168",FALSE
"169",FALSE
"170",FALSE
"171",FALSE
"172",FALSE
"173",FALSE
"174",FALSE
"175",FALSE
"176",FALSE
"177",FALSE
"178",FALSE
"179",FALSE
"180",FALSE
"181",FALSE
"182",FALSE
"183",FALSE
"184",FALSE
"185",FALSE
"186",FALSE
"187",FALSE
"188",FALSE
"189",FALSE
"190",FALSE
"191",FALSE
"192",FALSE
"193",FALSE
"194",FALSE
"195",FALSE
"196",FALSE
"197",FALSE
"198",FALSE
"199",FALSE
"200",FALSE
"201",FALSE
"202",FALSE
"203",FALSE
"204",FALSE
"205",FALSE
"206",FALSE
"207",FALSE
"208",FALSE
"209",FALSE
"210",FALSE
"211",FALSE
"212",FALSE
"213",FALSE
"214",FALSE
"215",FALSE
"216",FALSE
"217",FALSE
"218",FALSE
"219",FALSE
"220",FALSE
"221",FALSE
"222",FALSE
"223",FALSE
"224",FALSE
"225",FALSE
"226",FALSE
"227",FALSE
"228",FALSE
"229",FALSE
"230",FALSE
"231",FALSE
"232",FALSE
"233",FALSE
"234",FALSE
"235",FALSE
"236",FALSE
"237",FALSE
"238",FALSE
"239",FALSE
"240",FALSE
"241",FALSE
"242",FALSE
"243",FALSE
"244",FALSE
"245",FALSE
"246",FALSE
"247",FALSE
"248",FALSE
"249",FALSE
"250",FALSE
"251",FALSE
"252",FALSE
"253",FALSE
"254",FALSE
"255",FALSE
"256",FALSE
"257",FALSE
"258",FALSE
"259",FALSE
"260",FALSE
"261",FALSE
"262",FALSE
"263",FALSE
"264",FALSE
"265",FALSE
"266",FALSE
"267",FALSE
"268",FALSE
"269",FALSE
"270",FALSE
"271",FALSE
"272",FALSE
"273",FALSE
"274",FALSE
"275",FALSE
"276",FALSE
"277",FALSE
"278",FALSE
"279",FALSE
"280",FALSE
"281",FALSE
"282",FALSE
"283",FALSE
"284",FALSE
"285",FALSE
"286",FALSE
"287",FALSE
"288",FALSE
"289",FALSE
"290",FALSE
"291",FALSE
"292",FALSE
"293",FALSE
"294",FALSE
"295",FALSE
"296",FALSE
"297",FALSE
"298",FALSE
"299",FALSE
"300",FALSE
"301",FALSE
"302",FALSE
"303",FALSE
"304",FALSE
"305",FALSE
"306",FALSE
"307",FALSE
"308",FALSE
"309",FALSE
"310",FALSE
"311",FALSE
"312",FALSE
"313",FALSE
"314",FALSE
"315",FALSE
"316",FALSE
"317",FALSE
"318",FALSE
"319",FALSE
"320",FALSE
"321",FALSE
"322",FALSE
"323",FALSE
"324",FALSE
"325",FALSE
"326",FALSE
"327",FALSE
"328",FALSE
"329",FALSE
"330",FALSE
"331",FALSE
"332",FALSE
"333",FALSE
"334",FALSE
"335",FALSE
"336",FALSE
"337",FALSE
"338",FALSE
"339",FALSE
"340",FALSE
"341",FALSE
"342",FALSE
"343",FALSE
"344",FALSE
"345",FALSE
"346",FALSE
"347",FALSE
"348",FALSE
"349",FALSE
"350",FALSE
"351",FALSE
"352",FALSE
"353",FALSE
"354",FALSE
"355",FALSE
"356",FALSE
"357",FALSE
"358",FALSE
"359",FALSE
"360",FALSE
"361",FALSE
"362",FALSE
"363",FALSE
"364",FALSE
"365",FALSE
"366",FALSE
"367",FALSE
"368",FALSE
"369",FALSE
"370",FALSE
"371",FALSE
"372",FALSE
"373",FALSE
"374",FALSE
"375",FALSE
"376",FALSE
"377",FALSE
"378",FALSE
"379",FALSE
"380",FALSE
"381",FALSE
"382",FALSE
"383",FALSE
"384",FALSE
"385",FALSE
"386",FALSE
"387",FALSE
"388",FALSE
"389",FALSE
"390",FALSE
"391",FALSE
"392",FALSE
"393",FALSE
"394",FALSE
"395",FALSE
"396",FALSE
"397",FALSE
"398",FALSE
"399",FALSE
"400",FALSE
"401",FALSE
"402",FALSE
"403",FALSE
"404",FALSE
"405",FALSE
"406",FALSE
"407",FALSE
"408",FALSE
"409",FALSE
"410",FALSE
"411",FALSE
"412",FALSE
"413",FALSE
"414",FALSE
"415",FALSE
"416",FALSE
"417",FALSE
"418",FALSE
"419",FALSE
"420",FALSE
"421",FALSE
"422",FALSE
"423",FALSE
"424",FALSE
"425",FALSE
"426",FALSE
"427",FALSE
"428",FALSE
"429",FALSE
"430",FALSE
"431",FALSE
"432",FALSE
"433",FALSE
"434",FALSE
"435",FALSE
"436",FALSE
"437",FALSE
"438",FALSE
"439",FALSE
"440",FALSE
"441",FALSE
"442",FALSE
"443",FALSE
"444",FALSE
"445",FALSE
"446",FALSE
"447",FALSE
"448",FALSE
"449",FALSE
"450",FALSE
"451",FALSE
"452",FALSE
"453",FALSE
"454",FALSE
"455",FALSE
"456",FALSE
"457",FALSE
"458",FALSE
"459",FALSE
"460",FALSE
"461",FALSE
"462",FALSE
"463",FALSE
"464",FALSE
"465",FALSE
"466",FALSE
"467",FALSE
"468",FALSE
"469",FALSE
"470",FALSE
"471",FALSE
"472",FALSE
"473",FALSE
"474",FALSE
"475",FALSE
"476",FALSE
"477",FALSE
"478",FALSE
"479",FALSE
"480",FALSE
"481",FALSE
"482",FALSE
"483",FALSE
"484",FALSE
"485",FALSE
"486",FALSE
"487",FALSE
"488",FALSE
"489",FALSE
"490",FALSE
"491",FALSE
"492",FALSE
"493",FALSE
"494",FALSE
"495",FALSE
"496",FALSE
"497",FALSE
"498",FALSE
"499",FALSE
"500",FALSE
"501",FALSE
"502",FALSE
"503",FALSE
"504",FALSE
"505",FALSE
"506",FALSE
"507",FALSE
"508",FALSE
"509",FALSE
"510",FALSE
"511",FALSE
"512",FALSE
"513",FALSE
"514",FALSE
"515",FALSE
"516",FALSE
"517",FALSE
"518",FALSE
"519",FALSE
"520",FALSE
"521",FALSE
"522",FALSE
"523",FALSE
"524",FALSE
"525",FALSE
"526",FALSE
"527",FALSE
"528",FALSE
"529",FALSE
"530",FALSE
"531",FALSE
"532",FALSE
"533",FALSE
"534",FALSE
"535",FALSE
"536",FALSE
"537",FALSE
"538",FALSE
"539",FALSE
"540",FALSE
"541",FALSE
"542",FALSE
"543",FALSE
"544",FALSE
"545",FALSE
"546",FALSE
"547",FALSE
"548",FALSE
"549",FALSE
"550",FALSE
"551",FALSE
"552",FALSE
"553",FALSE
"554",FALSE
"555",FALSE
"556",FALSE
"557",FALSE
"558",FALSE
"559",FALSE
"560",FALSE
"561",FALSE
"562",FALSE
"563",FALSE
"564",FALSE
"565",FALSE
"566",FALSE
"567",FALSE
"568",FALSE
"569",FALSE
"570",FALSE
"571",FALSE
"572",TRUE
"573",TRUE
"574",TRUE
"575",TRUE
"576",TRUE
"577",TRUE
"578",TRUE
"579",TRUE
"580",TRUE
"581",TRUE
"582",TRUE
"583",TRUE
"584",TRUE
"585",TRUE
"586",TRUE
"587",TRUE
"588",FALSE
"589",FALSE
"590",TRUE
"591",FALSE
"592",FALSE
"593",FALSE
"594",FALSE
"595",FALSE
"596",FALSE
"597",FALSE
"598",FALSE
"599",FALSE
"600",FALSE
"601",TRUE
"602",TRUE
"603",TRUE
"604",TRUE
"605",TRUE
"606",TRUE
"607",FALSE
"608",TRUE
"609",TRUE
"610",TRUE
"611",FALSE
"612",TRUE
"613",TRUE
"614",TRUE
"615",FALSE
"616",TRUE
"617",FALSE
"618",FALSE
"619",FALSE
"620",TRUE
"621",FALSE
"622",FALSE
"623",FALSE
"624",FALSE
"625",FALSE
"626",FALSE
"627",FALSE
"628",FALSE
"629",FALSE
"630",FALSE
"631",TRUE
"632",TRUE
"633",TRUE
"634",TRUE
"635",TRUE
"636",TRUE
"637",TRUE
"638",TRUE
"639",TRUE
"640",TRUE
"641",TRUE
"642",TRUE
"643",FALSE
"644",TRUE
"645",TRUE
"646",TRUE
"647",FALSE
"648",FALSE
"649",FALSE
"650",FALSE
"651",FALSE
"652",FALSE
"653",FALSE
"654",FALSE
"655",FALSE
"656",FALSE
"657",FALSE
"658",FALSE
"659",FALSE
"660",FALSE
"661",TRUE
"662",TRUE
"663",TRUE
"664",TRUE
"665",TRUE
"666",TRUE
"667",TRUE
"668",TRUE
"669",TRUE
"670",TRUE
"671",TRUE
"672",TRUE
"673",TRUE
"674",TRUE
"675",TRUE
"676",TRUE
"677",FALSE
"678",FALSE
"679",FALSE
"680",FALSE
"681",FALSE
"682",FALSE
"683",FALSE
"684",FALSE
"685",FALSE
"686",FALSE
"687",FALSE
"688",FALSE
"689",FALSE
"690",FALSE
"691",TRUE
"692",TRUE
"693",TRUE
"694",TRUE
"695",TRUE
"696",TRUE
"697",TRUE
"698",TRUE
"699",TRUE
"700",FALSE
"701",TRUE
"702",TRUE
"703",TRUE
"704",TRUE
"705",TRUE
"706",FALSE
"707",FALSE
"708",TRUE
"709",FALSE
"710",TRUE
"711",FALSE
"712",FALSE
"713",FALSE
"714",FALSE
"715",FALSE
"716",FALSE
"717",FALSE
"718",FALSE
"719",FALSE
"720",FALSE
"721",FALSE
"722",TRUE
"723",TRUE
"724",TRUE
"725",TRUE
"726",TRUE
"727",TRUE
"728",TRUE
"729",TRUE
"730",FALSE
"731",TRUE
"732",TRUE
"733",TRUE
"734",TRUE
"735",TRUE
"736",FALSE
"737",FALSE
"738",TRUE
"739",FALSE
"740",TRUE
"741",FALSE
"742",FALSE
"743",FALSE
"744",FALSE
"745",FALSE
"746",FALSE
"747",FALSE
"748",FALSE
"749",FALSE
"750",FALSE
"751",FALSE
"752",TRUE
"753",TRUE
"754",TRUE
"755",TRUE
"756",TRUE
"757",TRUE
"758",TRUE
"759",TRUE
"760",FALSE
"761",TRUE
"762",TRUE
"763",TRUE
"764",TRUE
"765",TRUE
"766",FALSE
"767",FALSE
"768",FALSE
"769",FALSE
"770",TRUE
"771",FALSE
"772",FALSE
"773",FALSE
"774",FALSE
"775",FALSE
"776",FALSE
"777",FALSE
"778",FALSE
"779",FALSE
"780",FALSE
"781",TRUE
"782",TRUE
"783",TRUE
"784",TRUE
"785",TRUE
"786",TRUE
"787",TRUE
"788",TRUE
"789",TRUE
"790",FALSE
"791",TRUE
"792",TRUE
"793",TRUE
"794",TRUE
"795",TRUE
"796",FALSE
"797",FALSE
"798",TRUE
"799",FALSE
"800",TRUE
"801",FALSE
"802",TRUE
"803",FALSE
"804",FALSE
"805",FALSE
"806",FALSE
"807",FALSE
"808",FALSE
"809",FALSE
"810",FALSE
"811",FALSE
"812",TRUE
"813",TRUE
"814",TRUE
"815",TRUE
"816",TRUE
"817",TRUE
"818",TRUE
"819",TRUE
"820",TRUE
"821",TRUE
"822",TRUE
"823",TRUE
"824",TRUE
"825",TRUE
"826",TRUE
"827",TRUE
"828",TRUE
"829",FALSE
"830",TRUE
"831",FALSE
"832",TRUE
"833",FALSE
"834",FALSE
"835",FALSE
"836",FALSE
"837",FALSE
"838",FALSE
"839",FALSE
"840",FALSE
"841",FALSE
"842",TRUE
"843",TRUE
"844",TRUE
"845",TRUE
"846",TRUE
"847",TRUE
"848",TRUE
"849",TRUE
"850",TRUE
"851",TRUE
"852",TRUE
"853",TRUE
"854",TRUE
"855",TRUE
"856",TRUE
"857",TRUE
"858",TRUE
"859",FALSE
"860",TRUE
"861",FALSE
"862",TRUE
"863",FALSE
"864",FALSE
"865",FALSE
"866",FALSE
"867",FALSE
"868",FALSE
"869",FALSE
"870",FALSE
"871",FALSE
"872",TRUE
"873",TRUE
"874",TRUE
"875",TRUE
"876",TRUE
"877",TRUE
"878",TRUE
"879",TRUE
"880",FALSE
"881",TRUE
"882",TRUE
"883",TRUE
"884",TRUE
"885",TRUE
"886",TRUE
"887",TRUE
"888",FALSE
"889",FALSE
"890",TRUE
"891",FALSE
"892",TRUE
"893",FALSE
"894",FALSE
"895",FALSE
"896",FALSE
"897",FALSE
"898",FALSE
"899",FALSE
"900",FALSE
"901",FALSE
"902",TRUE
"903",TRUE
"904",TRUE
"905",TRUE
"906",TRUE
"907",TRUE
"908",TRUE
"909",TRUE
"910",FALSE
"911",TRUE
"912",TRUE
"913",TRUE
"914",TRUE
"915",TRUE
"916",FALSE
"917",FALSE
"918",TRUE
"919",FALSE
"920",TRUE
"921",FALSE
"922",FALSE
"923",FALSE
"924",FALSE
"925",FALSE
"926",FALSE
"927",FALSE
"928",FALSE
"929",FALSE
"930",FALSE
"931",TRUE
"932",TRUE
"933",TRUE
"934",TRUE
"935",TRUE
"936",TRUE
"937",TRUE
"938",TRUE
"939",TRUE
"940",TRUE
"941",TRUE
"942",TRUE
"943",TRUE
"944",TRUE
"945",TRUE
"946",TRUE
"947",TRUE
"948",TRUE
"949",FALSE
"950",TRUE
"951",FALSE
"952",TRUE
"953",FALSE
"954",FALSE
"955",FALSE
"956",FALSE
"957",FALSE
"958",FALSE
"959",FALSE
"960",FALSE
"961",FALSE
"962",TRUE
"963",TRUE
"964",TRUE
"965",TRUE
"966",TRUE
"967",TRUE
"968",TRUE
"969",TRUE
"970",TRUE
"971",TRUE
"972",TRUE
"973",FALSE
"974",FALSE
"975",FALSE
"976",FALSE
"977",FALSE
"978",FALSE
"979",FALSE
"980",FALSE
"981",FALSE
"982",FALSE
"983",FALSE
"984",FALSE
"985",FALSE
"986",FALSE
"987",FALSE
"988",FALSE
"989",FALSE
"990",FALSE
"991",TRUE
"992",TRUE
"993",TRUE
"994",TRUE
"995",TRUE
"996",TRUE
"997",TRUE
"998",TRUE
"999",TRUE
"1000",TRUE
"1001",TRUE
"1002",TRUE
"1003",TRUE
"1004",TRUE
"1005",TRUE
"1006",TRUE
"1007",FALSE
"1008",FALSE
"1009",FALSE
"1010",FALSE
"1011",FALSE
"1012",FALSE
"1013",FALSE
"1014",FALSE
"1015",FALSE
"1016",FALSE
"1017",FALSE
"1018",FALSE
"1019",FALSE
"1020",FALSE
"1021",TRUE
"1022",TRUE
"1023",TRUE
"1024",TRUE
"1025",TRUE
"1026",TRUE
"1027",TRUE
"1028",TRUE
"1029",TRUE
"1030",TRUE
"1031",TRUE
"1032",TRUE
"1033",FALSE
"1034",FALSE
"1035",FALSE
"1036",FALSE
"1037",FALSE
"1038",FALSE
"1039",FALSE
"1040",FALSE
"1041",FALSE
"1042",FALSE
"1043",FALSE
"1044",FALSE
"1045",FALSE
"1046",FALSE
"1047",FALSE
"1048",FALSE
"1049",FALSE
"1050",FALSE
"1051",TRUE
"1052",TRUE
"1053",TRUE
"1054",TRUE
"1055",TRUE
"1056",TRUE
"1057",TRUE
"1058",TRUE
"1059",TRUE
"1060",TRUE
"1061",TRUE
"1062",TRUE
"1063",FALSE
"1064",FALSE
"1065",FALSE
"1066",FALSE
"1067",FALSE
"1068",FALSE
"1069",FALSE
"1070",FALSE
"1071",FALSE
"1072",FALSE
"1073",FALSE
"1074",FALSE
"1075",FALSE
"1076",FALSE
"1077",FALSE
"1078",FALSE
"1079",FALSE
"1080",FALSE
"1081",TRUE
"1082",TRUE
"1083",TRUE
"1084",TRUE
"1085",TRUE
"1086",TRUE
"1087",TRUE
"1088",TRUE
"1089",TRUE
"1090",TRUE
"1091",FALSE
"1092",FALSE
"1093",TRUE
"1094",FALSE
"1095",FALSE
"1096",FALSE
"1097",FALSE
"1098",FALSE
"1099",FALSE
"1100",FALSE
"1101",FALSE
"1102",FALSE
"1103",FALSE
"1104",FALSE
"1105",FALSE
"1106",FALSE
"1107",FALSE
"1108",TRUE
"1109",TRUE
"1110",TRUE
"1111",TRUE
"1112",FALSE
"1113",FALSE
"1114",FALSE
"1115",FALSE
"1116",FALSE
"1117",FALSE
"1118",FALSE
"1119",FALSE
"1120",FALSE
"1121",FALSE
"1122",FALSE
"1123",FALSE
"1124",FALSE
"1125",FALSE
"1126",FALSE
"1127",FALSE
"1128",FALSE
"1129",FALSE
"1130",FALSE
"1131",FALSE
"1132",FALSE
"1133",FALSE
"1134",FALSE
"1135",FALSE
"1136",FALSE
"1137",FALSE
"1138",FALSE
"1139",FALSE
"1140",FALSE
"1141",FALSE
"1142",TRUE
"1143",TRUE
"1144",TRUE
"1145",TRUE
"1146",TRUE
"1147",TRUE
"1148",TRUE
"1149",TRUE
"1150",TRUE
"1151",TRUE
"1152",TRUE
"1153",TRUE
"1154",TRUE
"1155",TRUE
"1156",TRUE
"1157",TRUE
"1158",FALSE
"1159",FALSE
"1160",TRUE
"1161",FALSE
"1162",FALSE
"1163",TRUE
"1164",FALSE
"1165",FALSE
"1166",FALSE
"1167",FALSE
"1168",FALSE
"1169",FALSE
"1170",FALSE
"1171",TRUE
"1172",TRUE
"1173",TRUE
"1174",TRUE
"1175",TRUE
"1176",TRUE
"1177",TRUE
"1178",TRUE
"1179",TRUE
"1180",TRUE
"1181",TRUE
"1182",TRUE
"1183",TRUE
"1184",TRUE
"1185",TRUE
"1186",TRUE
"1187",FALSE
"1188",FALSE
"1189",FALSE
"1190",TRUE
"1191",FALSE
"1192",FALSE
"1193",TRUE
"1194",FALSE
"1195",FALSE
"1196",FALSE
"1197",FALSE
"1198",FALSE
"1199",FALSE
"1200",FALSE
"1201",TRUE
"1202",TRUE
"1203",TRUE
"1204",TRUE
"1205",TRUE
"1206",TRUE
"1207",TRUE
"1208",TRUE
"1209",TRUE
"1210",TRUE
"1211",TRUE
"1212",TRUE
"1213",TRUE
"1214",TRUE
"1215",TRUE
"1216",TRUE
"1217",TRUE
"1218",TRUE
"1219",TRUE
"1220",FALSE
"1221",FALSE
"1222",FALSE
"1223",FALSE
"1224",FALSE
"1225",FALSE
"1226",FALSE
"1227",FALSE
"1228",FALSE
"1229",FALSE
"1230",FALSE
"1231",TRUE
"1232",TRUE
"1233",TRUE
"1234",TRUE
"1235",TRUE
"1236",TRUE
"1237",TRUE
"1238",TRUE
"1239",TRUE
"1240",TRUE
"1241",TRUE
"1242",TRUE
"1243",TRUE
"1244",TRUE
"1245",TRUE
"1246",TRUE
"1247",TRUE
"1248",TRUE
"1249",TRUE
"1250",FALSE
"1251",FALSE
"1252",FALSE
"1253",FALSE
"1254",FALSE
"1255",FALSE
"1256",FALSE
"1257",FALSE
"1258",FALSE
"1259",FALSE
"1260",FALSE
"1261",TRUE
"1262",TRUE
"1263",TRUE
"1264",TRUE
"1265",TRUE
"1266",TRUE
"1267",TRUE
"1268",TRUE
"1269",TRUE
"1270",TRUE
"1271",TRUE
"1272",TRUE
"1273",TRUE
"1274",TRUE
"1275",TRUE
"1276",TRUE
"1277",FALSE
"1278",TRUE
"1279",TRUE
"1280",TRUE
"1281",FALSE
"1282",FALSE
"1283",FALSE
"1284",FALSE
"1285",FALSE
"1286",FALSE
"1287",FALSE
"1288",FALSE
"1289",FALSE
"1290",TRUE
"1291",TRUE
"1292",TRUE
"1293",TRUE
"1294",TRUE
"1295",TRUE
"1296",TRUE
"1297",TRUE
"1298",TRUE
"1299",TRUE
"1300",TRUE
"1301",TRUE
"1302",TRUE
"1303",TRUE
"1304",TRUE
"1305",TRUE
"1306",FALSE
"1307",TRUE
"1308",TRUE
"1309",TRUE
"1310",FALSE
"1311",FALSE
"1312",FALSE
"1313",FALSE
"1314",FALSE
"1315",FALSE
"1316",FALSE
"1317",FALSE
"1318",FALSE
"1319",FALSE
"1320",TRUE
"1321",TRUE
"1322",TRUE
"1323",TRUE
"1324",TRUE
"1325",TRUE
"1326",TRUE
"1327",TRUE
"1328",TRUE
"1329",TRUE
"1330",TRUE
"1331",TRUE
"1332",TRUE
"1333",TRUE
"1334",TRUE
"1335",TRUE
"1336",FALSE
"1337",TRUE
"1338",FALSE
"1339",TRUE
"1340",FALSE
"1341",FALSE
"1342",TRUE
"1343",TRUE
"1344",FALSE
"1345",FALSE
"1346",FALSE
"1347",FALSE
"1348",FALSE
"1349",FALSE
"1350",TRUE
"1351",TRUE
"1352",TRUE
"1353",TRUE
"1354",TRUE
"1355",TRUE
"1356",TRUE
"1357",TRUE
"1358",TRUE
"1359",TRUE
"1360",TRUE
"1361",TRUE
"1362",TRUE
"1363",TRUE
"1364",TRUE
"1365",FALSE
"1366",TRUE
"1367",TRUE
"1368",TRUE
"1369",FALSE
"1370",TRUE
"1371",FALSE
"1372",FALSE
"1373",FALSE
"1374",FALSE
"1375",FALSE
"1376",FALSE
"1377",FALSE
"1378",TRUE
"1379",TRUE
"1380",TRUE
"1381",TRUE
"1382",TRUE
"1383",TRUE
"1384",TRUE
"1385",TRUE
"1386",TRUE
"1387",TRUE
"1388",TRUE
"1389",TRUE
"1390",TRUE
"1391",TRUE
"1392",TRUE
"1393",TRUE
"1394",TRUE
"1395",TRUE
"1396",TRUE
"1397",TRUE
"1398",TRUE
"1399",TRUE
"1400",FALSE
"1401",FALSE
"1402",FALSE
"1403",FALSE
"1404",FALSE
"1405",FALSE
"1406",FALSE
"1407",FALSE
"1408",FALSE
"1409",TRUE
"1410",TRUE
"1411",TRUE
"1412",TRUE
"1413",TRUE
"1414",TRUE
"1415",TRUE
"1416",TRUE
"1417",TRUE
"1418",TRUE
"1419",TRUE
"1420",TRUE
"1421",TRUE
"1422",TRUE
"1423",TRUE
"1424",TRUE
"1425",TRUE
"1426",TRUE
"1427",TRUE
"1428",TRUE
"1429",TRUE
"1430",FALSE
"1431",FALSE
"1432",FALSE
"1433",FALSE
"1434",FALSE
"1435",FALSE
"1436",FALSE
"1437",FALSE
"1438",FALSE
"1439",TRUE
"1440",TRUE
"1441",TRUE
"1442",TRUE
"1443",TRUE
"1444",TRUE
"1445",TRUE
"1446",TRUE
"1447",TRUE
"1448",TRUE
"1449",TRUE
"1450",TRUE
"1451",TRUE
"1452",TRUE
"1453",TRUE
"1454",TRUE
"1455",TRUE
"1456",TRUE
"1457",TRUE
"1458",TRUE
"1459",TRUE
"1460",FALSE
"1461",FALSE
"1462",FALSE
"1463",FALSE
"1464",FALSE
"1465",FALSE
"1466",FALSE
"1467",FALSE
"1468",FALSE
"1469",TRUE
"1470",TRUE
"1471",TRUE
"1472",TRUE
"1473",TRUE
"1474",TRUE
"1475",TRUE
"1476",TRUE
"1477",TRUE
"1478",TRUE
"1479",TRUE
"1480",TRUE
"1481",TRUE
"1482",TRUE
"1483",FALSE
"1484",TRUE
"1485",TRUE
"1486",FALSE
"1487",TRUE
"1488",FALSE
"1489",FALSE
"1490",FALSE
"1491",FALSE
"1492",FALSE
"1493",FALSE
"1494",FALSE
"1495",FALSE
"1496",FALSE
"1497",FALSE
"1498",TRUE
"1499",TRUE
"1500",TRUE
"1501",TRUE
"1502",TRUE
"1503",TRUE
"1504",TRUE
"1505",TRUE
"1506",TRUE
"1507",TRUE
"1508",TRUE
"1509",TRUE
"1510",TRUE
"1511",TRUE
"1512",TRUE
"1513",TRUE
"1514",TRUE
"1515",TRUE
"1516",TRUE
"1517",TRUE
"1518",TRUE
"1519",TRUE
"1520",FALSE
"1521",FALSE
"1522",FALSE
"1523",TRUE
"1524",TRUE
"1525",TRUE
"1526",FALSE
"1527",FALSE
"1528",FALSE
"1529",TRUE
"1530",TRUE
"1531",TRUE
"1532",TRUE
"1533",TRUE
"1534",TRUE
"1535",TRUE
"1536",TRUE
"1537",TRUE
"1538",TRUE
"1539",TRUE
"1540",TRUE
"1541",TRUE
"1542",TRUE
"1543",TRUE
"1544",TRUE
"1545",FALSE
"1546",FALSE
"1547",FALSE
"1548",FALSE
"1549",FALSE
"1550",FALSE
"1551",FALSE
"1552",FALSE
"1553",FALSE
"1554",FALSE
"1555",FALSE
"1556",FALSE
"1557",FALSE
"1558",TRUE
"1559",TRUE
"1560",TRUE
"1561",TRUE
"1562",TRUE
"1563",TRUE
"1564",TRUE
"1565",TRUE
"1566",TRUE
"1567",TRUE
"1568",TRUE
"1569",TRUE
"1570",TRUE
"1571",TRUE
"1572",TRUE
"1573",TRUE
"1574",TRUE
"1575",TRUE
"1576",TRUE
"1577",FALSE
"1578",FALSE
"1579",FALSE
"1580",FALSE
"1581",FALSE
"1582",FALSE
"1583",FALSE
"1584",FALSE
"1585",FALSE
"1586",FALSE
"1587",FALSE
"1588",TRUE
"1589",TRUE
"1590",TRUE
"1591",TRUE
"1592",TRUE
"1593",TRUE
"1594",TRUE
"1595",TRUE
"1596",TRUE
"1597",TRUE
"1598",TRUE
"1599",TRUE
"1600",TRUE
"1601",TRUE
"1602",TRUE
"1603",TRUE
"1604",TRUE
"1605",FALSE
"1606",FALSE
"1607",FALSE
"1608",FALSE
"1609",FALSE
"1610",FALSE
"1611",FALSE
"1612",FALSE
"1613",FALSE
"1614",FALSE
"1615",FALSE
"1616",FALSE
"1617",FALSE
"1618",TRUE
"1619",TRUE
"1620",TRUE
"1621",TRUE
"1622",TRUE
"1623",TRUE
"1624",TRUE
"1625",TRUE
"1626",TRUE
"1627",TRUE
"1628",TRUE
"1629",TRUE
"1630",TRUE
"1631",TRUE
"1632",TRUE
"1633",TRUE
"1634",TRUE
"1635",FALSE
"1636",FALSE
"1637",FALSE
"1638",FALSE
"1639",FALSE
"1640",FALSE
"1641",FALSE
"1642",FALSE
"1643",FALSE
"1644",FALSE
"1645",FALSE
"1646",FALSE
"1647",FALSE
"1648",TRUE
"1649",TRUE
"1650",TRUE
"1651",TRUE
"1652",TRUE
"1653",TRUE
"1654",TRUE
"1655",TRUE
"1656",TRUE
"1657",TRUE
"1658",TRUE
"1659",TRUE
"1660",TRUE
"1661",TRUE
"1662",TRUE
"1663",FALSE
"1664",TRUE
"1665",FALSE
